instance,prep,geo-feature,placename,sum,or,label exp1,label exp 2,label exp 3,label exp 4
 and arrival a northerly direction at newbury race course at around,at,1,1,2,1,2,1,1,0
 northerly direction newbury race course at around  am,at,1,1,2,1,0,0,0,0
 northerly direction newbury race course around  am,around,1,1,2,1,0,0,0,0
 year old girl works herself into a frenzy of grief for,into,0,0,0,0,0,0,0,0
 girl works herself a frenzy of grief for a friend killed,of,0,0,0,0,0,0,0,0
 works herself a frenzy grief for a friend killed by right,for,0,0,0,0,0,0,0,0
 frenzy grief a friend killed by right wing vigilantes,by,0,0,0,0,0,0,0,0
 a  course evening meal in the restaurant car complete with,in,1,2,3,1,1,1,0,1
 meal the restaurant car complete with aperitif of sherry or sparkling,with,1,2,3,1,0,0,0,0
 the restaurant car complete aperitif of sherry or sparkling cava wine,of,1,2,3,1,0,0,0,0
 coffee & liqueurs is included in the gran clase fare as,in,1,2,3,1,0,0,0,0
 included the gran clase fare as is breakfast next morning,as,1,2,3,1,0,0,0,0
 gran clase fare is breakfast next morning,next,1,2,3,1,0,0,0,0
 a bell tolled above his head,above,0,0,0,0,1,1,0,1
 a bloody mouthed mastiff tied by a chain to a lintel,by,0,0,0,0,0,0,0,0
 a chain to a lintel of a door snarled and barked,of,0,0,0,0,1,1,0,1
 a box of apparatus for the circus was,of,0,0,0,0,0,0,0,0
 a box apparatus for the circus was provided for,for,0,0,0,0,0,0,0,0
 apparatus the circus was provided for all but the most recent,for,0,0,0,0,0,0,0,0
 british tourist was repeatedly raped on a south african beach just,on,1,0,1,1,2,1,1,0
 african beach just one week after the savage murders of elizabeth,after,1,0,1,1,0,0,0,0
 one week the savage murders of elizabeth over and julie godwin,of,1,0,1,1,0,0,0,0
 a broad compatibility between offices is what is requiredas,between,0,0,0,0,0,0,0,0
 to the nature and volume of work,of,0,0,0,0,0,0,0,0
 and sound recordist filming scenes for the new sharon stone thriller,for,1,2,3,1,0,0,0,0
 stone thriller sliver were trapped in the kilauea volcano on hawaii,in,1,2,3,1,2,1,1,0
 were trapped the kilauea volcano on hawaii,on,1,2,3,1,2,1,1,0
 a case in point is a bill that,in,5,0,5,1,0,0,0,0
 protection agency to set standards for protecting what are estimated to,for,5,0,5,1,0,0,0,0
 be  million school children from health threatening asbestos in ,from,5,0,5,1,0,0,0,0
 school children health threatening asbestos in   school buildings around,in,5,0,5,1,2,1,1,0
 asbestos   school buildings around the country and at the,around,5,0,5,1,2,1,1,0
 school buildings the country and at the same time require school,at,5,0,5,1,0,0,0,0
 given unprecedented access to film at the buckinghamshire prison,at,1,0,1,1,2,1,1,0
 the town the cotton works in ruins fit and and unwin,in,3,1,4,1,0,0,0,0
 his knee and he reached under the table with a scrap,under,1,2,3,1,1,1,0,1
 and he reached the table with a scrap of venison for,with,1,2,3,1,0,0,0,0
 reached the table a scrap of venison for fife or drum,of,1,2,3,1,0,0,0,0
 the table a scrap venison for fife or drum he was,for,1,2,3,1,0,0,0,0
 a commonly held view is that he delayed withdrawal for political,that,0,0,0,0,0,0,0,0
 view is he delayed withdrawal for political reasons until after the,for,0,0,0,0,0,0,0,0
 he delayed withdrawal political reasons until after the presidential elections of,until,0,0,0,0,0,0,0,0
 he delayed withdrawal political reasons after the presidential elections of december,after,0,0,0,0,0,0,0,0
 political reasons the presidential elections of december ,of,0,0,0,0,0,0,0,0
 completely new bathroom will cost between   and  ,between,0,0,0,0,0,0,0,0
 and   and add about half its value to the,about,0,0,0,0,0,0,0,0
 a couple of years ago british rail spent,of,3,2,5,1,0,0,0,0
 a couple years ago british rail spent millions of,ago,3,2,5,1,0,0,0,0
 years british rail spent millions of pounds building a link between,of,3,2,5,1,0,0,0,0
 millions pounds building a link between london and stansted airport that,between,3,2,5,1,2,1,1,0
 dana air plane carrying more than  passengers has crashed in,than,0,1,1,1,0,0,0,0
 more  passengers has crashed in nigeria killing everyone on board,in,0,1,1,1,2,1,1,0
 has crashed nigeria killing everyone on board,on,0,1,1,1,1,1,0,1
 a detailed analysis of the current fundamental performance of,of,1,6,7,1,0,0,0,0
 analysis the current fundamental performance of core mark holding co inc,of,1,6,7,1,0,0,0,0
 deteriorating economic picture and expectations of lower vehicle sales prompted investors,of,0,0,0,0,0,0,0,0
 a family of three escaped from a house,of,2,0,2,1,0,0,0,0
 a family three escaped from a house fire in bardon,from,2,0,2,1,2,1,1,0
 three escaped a house fire in bardon road berwick hills middlesbrough,in,2,0,2,1,2,1,1,0
 a fear of intimacy can also develop from,of,0,0,0,0,0,0,0,0
 fear intimacy can also develop from a fear of dependency,from,0,0,0,0,0,0,0,0
 can also develop a fear of dependency,of,0,0,0,0,0,0,0,0
 few days later rumour spread that a thousand tinners intended to,that,0,0,0,0,0,0,0,0
 thousand tinners intended to march on looe,on,0,0,0,0,2,1,1,0
 ample homesites their cheapness compensating for the lack of sewers and,for,1,0,1,1,0,0,0,0
 their cheapness compensating the lack of sewers and made roads,of,1,0,1,1,2,1,1,0
 a first vote on the government s overall bill,on,0,0,0,0,0,0,0,0
 overall bill will be held on wednesday night with a second,on,0,0,0,0,0,0,0,0
 will be held wednesday night with a second vote on specific,with,0,0,0,0,0,0,0,0
 wednesday night a second vote on specific articles expected some time,on,0,0,0,0,0,0,0,0
 specific articles expected some time on thursday,on,0,0,0,0,0,0,0,0
 a fisherman s pirogue in the river senegal a fisherman,in,3,0,3,1,2,1,1,0
 a fisherman s pirogue beached on the green banks of the,on,3,0,3,1,2,1,1,0
 pirogue beached the green banks of the river senegal,of,3,0,3,1,2,1,1,0
 reading room and reference library on hucknall road was opened in,on,2,2,4,1,2,1,1,0
 library hucknall road was opened in  in a building formerly,in,2,2,4,1,0,0,0,0
 hucknall road was opened  in a building formerly used as,in,2,2,4,1,2,1,1,0
  a building formerly used as a chapel,as,2,2,4,1,2,1,1,0
 a french paperback on astrophysics,on,0,0,0,0,0,0,0,0
 a full view of the river can only be,of,4,0,4,1,2,1,1,0
 river can only be obtained from one or two of the,from,4,0,4,1,2,1,1,0
 be obtained one or two of the upper rooms in the,of,4,0,4,1,2,1,1,0
 or two the upper rooms in the house for the park,in,4,0,4,1,2,1,1,0
 the upper rooms the house for the park is thickly studded,for,4,0,4,1,2,1,1,0
 the park is thickly studded with lofty trees beech elm and,with,4,0,4,1,2,1,1,0
 a further ascent of twenty three steps and the,of,5,1,6,1,2,1,1,0
 reached whence a splendid panorama of the surrounding country may be,of,5,1,6,1,2,1,1,0
 southwell newark and no fewer than twenty village churches come within,than,5,1,6,1,0,0,0,0
 fewer twenty village churches come within the view while if the,within,5,1,6,1,2,1,1,0
 village churches come the view while if the day is clear,while,5,1,6,1,0,0,0,0
 village churches come the view if the day is clear the,if,5,1,6,1,0,0,0,0
 day is clear the towers of lincoln cathedral may be discerned,of,5,1,6,1,2,1,1,0
 lincoln cathedral may be discerned on the eastern horizon,on,5,1,6,1,2,1,1,0
 a garden and yard on the south side of the,on,1,2,3,1,2,1,1,0
 and yard the south side of the house which consists of,of,1,2,3,1,2,1,1,0
 side the house which consists of a rood of ground surrounded,of,1,2,3,1,2,1,1,0
 house which consists a rood of ground surrounded and divided by,of,1,2,3,1,2,1,1,0
 rood ground surrounded and divided by brick walls,by,1,2,3,1,2,1,1,0
 a gardener for  years mr wakeford on,for,1,0,1,1,0,0,0,0
 gardener  years mr wakeford on this occasion turned his enthusiasm,on,1,0,1,1,0,0,0,0
 good example is the placement of bright yellow bricks and matching,of,0,0,0,0,0,0,0,0
 yellow bricks and matching shapes on a table covered with a,on,0,0,0,0,1,1,0,1
 matching shapes a table covered with a dark cloth or piece,with,0,0,0,0,0,0,0,0
 a dark cloth or piece of material,of,0,0,0,0,0,0,0,0
 good guidebook will point you at some good hotel choices in,at,1,0,1,1,0,0,0,0
 you some good hotel choices in each budget range,in,1,0,1,1,0,0,0,0
 a gracious tree lined village amid upstate new york s woodlands,amid,7,2,9,1,2,1,1,0
 woodlands cooperstown sits proudly stuck in time on the southern tip,in,7,2,9,1,0,0,0,0
 cooperstown sits proudly stuck time on the southern tip of placid,on,7,2,9,1,2,1,1,0
 stuck time the southern tip of placid otsego lake a hill,of,7,2,9,1,2,1,1,0
 lake a hill ringed lake so crystal clear it is the,so,7,2,9,1,0,0,0,0
 clear it is the source of the town s drinking water,of,7,2,9,1,2,1,1,0
 a group of girls decked with medals danced,of,0,0,0,0,0,0,0,0
 a group girls decked with medals danced,with,0,0,0,0,0,0,0,0
 a growing number of them perhaps as many as,of,1,2,3,1,0,0,0,0
 a growing number them perhaps as many as   had,as,1,2,3,1,0,0,0,0
  had left the reservation in the early summer of ,in,1,2,3,1,0,0,0,0
 the reservation the early summer of  and migrated into wyoming,of,1,2,3,1,0,0,0,0
 early summer  and migrated into wyoming and montana territory to,into,1,2,3,1,2,1,1,0
 to live their old way of life,of,1,2,3,1,0,0,0,0
 a handsome stone gateway opens on a fine avenue of limes,on,2,0,2,1,2,1,1,0
 gateway opens a fine avenue of limes through which the west,of,2,0,2,1,0,0,0,0
 opens a fine avenue limes through which the west front of,through,2,0,2,1,2,1,1,0
 limes which the west front of the house is visible,of,2,0,2,1,2,1,1,0
 to investigate the waiting list for patients needing hip replacement operations,for,0,0,0,0,0,0,0,0
 and a figure beckoned them into a warm lozenge of light,into,0,0,0,0,1,1,0,1
 beckoned them a warm lozenge of light,of,0,0,0,0,0,0,0,0
 a herd of zebras hence produces about a,of,0,0,0,0,0,0,0,0
 a herd zebras hence produces about a quarter to a third,about,0,0,0,0,0,0,0,0
 a quarter to a third of its weight in prey carcases,of,0,0,0,0,0,0,0,0
 to a third its weight in prey carcases per year,in,0,0,0,0,0,0,0,0
 third its weight prey carcases per year,per,0,0,0,0,0,0,0,0
 heritage spire shares the skyline with a modern communications tower,with,0,0,0,0,2,1,1,0
 pack is a real bonus for uk walking and it will,for,0,1,1,1,0,0,0,0
 will fit a wider range of back sizes than many on,of,0,1,1,1,0,0,0,0
 a wider range back sizes than many on test,than,0,1,1,1,0,0,0,0
 wider range back sizes many on test,on,0,1,1,1,0,0,0,0
 michael goleniewski who had been in charge of polish military intelligence,in,0,2,2,1,0,0,0,0
 goleniewski who had been charge of polish military intelligence in east,of,0,2,2,1,0,0,0,0
 been charge polish military intelligence in east berlin defected to the,in,0,2,2,1,2,1,1,0
 berlin defected to the cia in west berlin,in,0,2,2,1,2,1,1,0
 speed ave leaves barcelona sants at   arriving zaragoza at,at,0,0,0,0,0,0,0,0
 sants   arriving zaragoza at  ,at,0,0,0,0,0,0,0,0
 a high speed train at cardiff on board the high,at,1,5,6,1,2,1,1,0
 board the high speed train between london & cardiff the local,between,1,5,6,1,2,1,1,0
 & cardiff the local train from cardiff to fishguard arrived at,from,1,5,6,1,2,1,1,0
 train cardiff to fishguard arrived at fishguard harbour,at,1,5,6,1,2,1,1,0
 a horse drawn tram goes up and down the tramway and,up,4,0,4,1,2,1,1,0
 horse drawn tram goes and down the tramway and the island,down,4,0,4,1,2,1,1,0
 pleasant place to wander around while watching the sea batter the,while,4,0,4,1,0,0,0,0
 sea batter the granite rocks on the shore,on,4,0,4,1,2,1,1,0
 a hotel restaurant with its terrace overhanging the slope,with,4,1,5,1,2,1,1,0
 the slope gives splendid views over the lake of thun and,over,4,1,5,1,2,1,1,0
 gives splendid views the lake of thun and the stockhorn group,of,4,1,5,1,2,1,1,0
 and school room and garden at woodborough containing about a rood,at,4,1,5,1,2,1,1,0
 room and garden woodborough containing about a rood open to other,about,4,1,5,1,0,0,0,0
 open to other land rented by the schoolmaster the boundary being,by,4,1,5,1,0,0,0,0
 schoolmaster the boundary being marked by stones,by,4,1,5,1,2,1,1,0
 huge ruined country mansion built in  by ralph lord cromwell,in,3,1,4,1,0,0,0,0
 ruined country mansion built  by ralph lord cromwell treasurer of,by,3,1,4,1,0,0,0,0
  ralph lord cromwell treasurer of england,of,3,1,4,1,0,0,0,0
 a hunt has begun for a bogus policeman who followed,for,0,2,2,1,0,0,0,0
 policeman who followed a driver along the a  near wendover,along,0,2,2,1,2,1,1,0
 a driver the a  near wendover in buckinghamshire,near,0,2,2,1,2,1,1,0
 driver the a  wendover in buckinghamshire,in,0,2,2,1,2,1,1,0
 forest karri trees are everywhere in this region,in,2,0,2,1,2,1,1,0
 a key objective since tencel was launched has been,since,2,0,2,1,0,0,0,0
 has been to position it at the top end of the,at,2,0,2,1,0,0,0,0
 position it the top end of the market working with the,of,2,0,2,1,0,0,0,0
 top end the market working with the best mills converters and,with,2,0,2,1,0,0,0,0
 and attracting a premium price for the fibre,for,2,0,2,1,0,0,0,0
 same need to mobilize support as a conservative government and labour,as,1,0,1,1,0,0,0,0
 conservative government and labour politicians in office would probably feel even,in,1,0,1,1,0,0,0,0
 probably feel even more disappointed with television than conservative politicians,with,1,0,1,1,0,0,0,0
 feel even more disappointed television than conservative politicians,than,1,0,1,1,0,0,0,0
 a landsat image of tibet is magnificent but the,of,1,2,3,1,2,1,1,0
 is magnificent but the cliffs of moher are as black as,of,1,2,3,1,2,1,1,0
 but the cliffs moher are as black as the o loughlins,as,1,2,3,1,0,0,0,0
 and a deck were created about a metre lower than the,about,0,0,0,0,2,1,1,0
 were created a metre lower than the main floor level with,than,0,0,0,0,0,0,0,0
 lower the main floor level with a new timber stair to,with,0,0,0,0,2,1,1,0
 a large quantity of land facing the victoria embankment,of,1,2,3,1,2,1,1,0
 mundella school has been enclosed with a view to an exhibition,with,1,2,3,1,0,0,0,0
 lean to greenhouse is framed by ornamental trees shrubs and ferns,by,2,0,2,1,0,0,0,0
 a tile edged bed lies below the north wall of the,below,2,0,2,1,2,1,1,0
 bed lies the north wall of the greenhouse while barbara s,of,2,0,2,1,2,1,1,0
 the north wall the greenhouse while barbara s collection of cacti,while,2,0,2,1,0,0,0,0
 the greenhouse barbara s collection of cacti also enjoys the shelter,of,2,0,2,1,0,0,0,0
 a lender classifies a borrower on the basis of credit worthiness,on,1,0,1,1,0,0,0,0
 classifies a borrower the basis of credit worthiness which in turn,of,1,0,1,1,0,0,0,0
 the basis credit worthiness which in turn depends on the borrower,in,1,0,1,1,0,0,0,0
 credit worthiness which turn depends on the borrower s status income,on,1,0,1,1,0,0,0,0
 income current loan commitments purpose of the loan and so on,of,1,0,1,1,0,0,0,0
 purpose the loan and so on,on,1,0,1,1,0,0,0,0
 a little black flake of mascara s got trapped behind,of,0,0,0,0,0,0,0,0
 flake mascara s got trapped behind it,behind,0,0,0,0,1,1,0,1
 a little further on may be seen on the,on,2,2,4,1,2,1,1,0
 little further may be seen on the right hand looking down,on,2,2,4,1,2,1,1,0
 seen the right hand looking down sycamore road some of the,down,2,2,4,1,2,1,1,0
 hand looking sycamore road some of the garden allotments by which,of,2,2,4,1,2,1,1,0
 road some the garden allotments by which nottingham is famous and,by,2,2,4,1,0,0,0,0
 nottingham is famous and further on is a water pumping station,on,2,2,4,1,2,1,1,0
 officer walks past collapsed buildings in cavezzo italy,in,0,1,1,1,2,1,1,0
 meter high and no more than  meter broad tunnel under,than,2,0,2,1,0,0,0,0
 more  meter broad tunnel under the vijlenerberg connected the new,under,2,0,2,1,2,1,1,0
 a look of watchfulness stole across jane pargeter,of,0,0,0,0,0,0,0,0
